看板,關鍵字,URL,內容,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/255123821,看到這文章，我剛好認識理工科幾個人，其中也包括看心理醫生然後三不五時割腕搞得全系都知道他，吃藥（立定錠、利福全錠、安靜錠、敏特思膜定衣錠）、收驚、諮商、衛生局基本上家常便飯  但我後來問他（碩二，理論上學分只差論文）已經寫到第三章研究方法，而數據邊跑邊寫，應該4月中就會寫到數據討論，還說指導老師已經安排好口委了，專心寫，圖片、數據都能解釋就好，預計寫完 會在35頁左右。我問他，你壓力大嗎？他說他常割腕很多不是論文或是研究壓力，但是就是感情的事情很多，例如被喜歡的女生封鎖什麼的。當然我看他也不是憂鬱症，但一時衝動就很緊張甚至自責，而爸媽也清楚，因為他會割腕是大學開始的，他說他不怕血，說心才是最痛的。那之所以認識他是因為他突然打電話給我，說自殘送醫要監護人，但家人趕來太累，通報教官也是會聯絡家人什麼的⋯⋯反正我就莫名其妙當作監護人    聽完這個故事，我也是邊跑數據邊寫，建議原po可以找諮商、理性跟家人溝通，畢竟台大的壓力老實說跟我學店不一樣。而我的實驗室老師我認為「刀子嘴 豆腐心」，每次都很ㄉㄧㄤ說 這期刊不好、太舊了（所以很多解釋是錯誤的）⋯但電完後還是關心進度如何？然後偶爾導生聚甚至尾牙請吃響食（疑疑）反正我實驗室很好玩，研究數據跑不出來正常，就算跑出來結果怪怪的也是正常，我也有學長RSD還是誤差超過50%的都有，那麼理工科2.5年、3年的都有。岩壁也真的沒有想像的恐怖⋯⋯換老師也是選擇，我之前碩一下就有一個學生跳槽別的實驗室就是了。  希望有安慰到你 ,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/255054822,1.前言:  本身雖然為土木背景，因為志趣關係、生涯規劃和大環境需求，經過審慎思考後，決定微跨考機械固力組研究所，大學畢業後一年，過著半工半讀的生活，持續了8~9個月，當初在準備考研究所時，除了問之前有上榜的好朋友如何準備外，反覆看了好幾篇版上的心得文，對我幫助很大，非常感謝他們，因此也想分享給未來也想考研的朋友們。  2.背景: 北科大土木工程系畢業，非應屆考生，大一大二因為家裡因素，瘋狂打工賺錢，加上自己當時心態是求過就好，因此大學四年成績雖然歐趴，但成績在系上排名不好看，剛好落在中間50%的位置，無法推甄，因此用考試入學的方式，考進心目中的理想學校。  3.考試結果：  台大應力甲-正取 台大生機乙-正取 成大航太乙-正取 清大動機丙-落榜   4. 過程準備:   我是六月才開始準備考研，找書、找華南排骨旁邊的補習班，嚴格來說有點小晚，我聽過不少人已經比我早好幾個月做準備，由於考研花了不少錢加上平常生活所需，所以有些許時間跑去接一點打工(當然若沒經濟壓力的情況下 建議不要這麼做)。   (7~9月):  暑期補習班的正課都聽完，偶爾會落後正課的進度1~2周，但正課結束後，2周內補完，讀書節奏還在調適，每日的讀書時數還不固定。  (10~12月): 開始刷題庫，考古題在11月底的時候開始刷，每天至少解一科的考古。  (1月): 工作辭掉，每天瘋狂大量寫考古題和題庫，考前三周近乎燃燒生命，每天讀書時間平均來到10~12小時。  工數:(報考的系所10年考古刷完) 歐爸非常的認真，是一個教學很有系統的老師，先處理大方向，再處理小細節，ODE、矩陣、向量、級數解、特徵函數、Fourier、Laplace、複變、PDE，這些章節都能串連起來，題目算久了其實就會發現真的都有所關聯，在暑期期間，我有把老師上課的內容在下一次上課前，全部算完複習完，而老師在暑假時每周固定都有小考供大家報名，我都有參加，小考難度滿高的，前幾次考試寫的時候信心崩潰，到後面PDE的小考就不太敢考了(還有那時候不小心進度崩壞，沒有準備)，但推薦去考，考完檢討後會更了解自己的問題在哪，在小考結束後，有不少大作業可以給大家練習，不過我那時候光是課本的題目沒全部寫完，所以並沒有去寫大作業，而在題庫班的時候，題庫的量超級多，我並沒有全部寫完，只有把機械所的題目給寫完、看完，考古題的部分是把相關報考系所的考古刷完10年，實際上我工數準備的時間不太夠，準備時間跟另一個專業科目材料力學的時間比是1:1，工數是一門很大的科目，我過於低估了，如果想在這科考更高分，花的時間基本上要更多，不過還好最後有穩住基本分，矩陣、Laplace、ODE、向量救了我不少，由於工數的公式太多了，建議要自己分類統整，我有把工數公式和其解題想法寫在筆記本上，公式+觀念經過統整後大概有300、400個，工數內容是真的大，考試前幾天大概都有記，現在的話不知道還剩幾個了哈哈哈，題外話機械所的考試幾乎都有ODE、PDE和矩陣，ODE、矩陣的部分我有好好把握住，但PDE損失慘重，千萬不要像我一樣，PDE的練習量不夠，能得分的內容直接沒辦法拿。   材力+動力:(8年的台清交成機械、土木考古快刷完) 偶像型實力派的皓哥很幽默風趣，這兩個科目正課都上的滿開心的，暑假期間兩個科目的正課我都也有在10月前跟完，不過在簡章公布後，由於我報考的系所只有成大航太要考工程力學(靜力學+動力學)，所以動力學暫時就先打入冷宮，專心在材料力學上面，而材料力學其實也是一個公式要記非常多的科目，除了要記熟之外，還要會活用，在11月前，我把課本上的題目都算完，有算錯的有打一個三角形，12月底前，把課本上超級常考章節、之前課本寫錯過的題目都在算過一遍，算到對為止，我還記得某年成大航太有一個力矩面積法的題目我算錯了6次，讓我知道這個單元還不熟，要多複習，材力任何單元我都沒有放掉，自己比較不熟的單元有多做複習，例如組合應力、樑的撓度問題，而材料力學的考古題算了約8年左右，除了算要報考的系所考古外，土木系的考古也有刷，因此材料力學這科花的時間我花了不少，要報考的系所都要考材力，清大動機丙甚至專業科目只考一個材力，材力準備起來比工數簡單一些，多算多看題目，公式的由來要自己都推導過，看到甚麼題目就能馬上知道要用什麼公式，基本上考試的分數都不會太低，。   考試狀況：  2/1成大航太乙:工數稍難，材力果然又出挫曲，成大非常愛考。  2/2清大動機丙:材力難度跟其他三間不是同一個檔次，專業科目只考一科材力，當天我莫名的緊張，考試寫完最簡單的一題後，跑去寫組合應力的題目，算到後面發現自己有效力系平移沒弄好，慌亂地改完算式重算後，後面的時間就不太夠了，寫完當天在車上檢討後，就感覺自己沒什麼機會了。  2/3台大生機乙:工數比應力友善，材力中規中矩。  2/4台大應力甲:工數滿難的，PDE大禮包，自己準備的不夠熟，連續幾題PDE真的嚇死，工數炸開，但還好材力不難，有把工數失掉的分數補了回來。  總結: 準備考試的時候壓力真的大，花了不少錢和時間，有時候還在想我到底會不會上，非常焦慮，最終是撐了過去，除了要感謝認真的老師們外，更要感謝幾位好朋友們的幫忙與鼓勵，有一個台大機械的朋友，平時做研究就很忙了，一有空就會回答我的疑惑，並給予我鼓勵，還有幾位成大、台大的朋友，有時候會打電話關心，每週會發雞湯給我，或是傳一些奇怪的幹片XD，真的很謝謝他們，沒有它們我不一定能撐下去，我覺得也不用把自己逼得太緊，平常可以去打打球、跑跑步、從事自己的興趣什麼的，盡量每天都要讀到書，讀書節奏比較不會被打斷，考試或許就是這樣，撐到最後的人就會贏，在考研期間認識的其他系所的考研戰士也都紛紛都有考上想要的學校，都是一群很努力甚至比我努力更多的人，她們都有撐到最後，繼續就是力量，不要放棄，往自己的目標邁進，堅持到最後的，就會有好結果的，相信認真準備的你們，一定都會考上心目中理想的學校的，加油!!,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/255201355,不想被認所以用卡稱(?)，請不要猜測我的學校及系別，給我和學弟一個空間(?)  我是某實驗室的碩二，現為實驗室的儀器管理員  實驗室有個新來的專題生，好像是跟老師談好說要出去念博，作為交換條件是得在碩士階段（4+1）有所建業  最近剛好認證這個學弟的儀器操作，我發現他不僅不熟稔儀器的操作，在回答我針對儀器原理的提問時更是容易緊張，是光憑呼吸聲就能判斷的呼吸急促  而一旦緊張就會開始瘋狂犯錯，截至目前已經認證了五六次都還沒過  說到底這種狀況下我放他過儀器認證，才是拿石頭砸自己腳，那台幾乎算是命脈的儀器，一旦壞掉會有多少學長學弟無法如期畢業，更遑論最後修儀器的人是我，壓力也都在我身上，所以我根本不可能馬虎  而又因為他是比較後面進來的新生，老師希望我針對他們學習的狀況如實稟報，而我也就每次都會跟老師說他們認證儀器的狀況，也會檢討該怎麼做會更好  結果學弟不僅在背後說我刻意阻撓他學儀器，還講了不少壞話，其中更是不乏謠言  甚至還在研究所版/閒聊版發心情文說什麼紀錄實驗室狀態之類的，結果不小心PO到儀器架設照，被老師跟畢業的學長（架設是學長設計的）追殺XD  最重要的是他在文章中還直接把我列為仇人，有夠靠北欸XD   說到底我只是個聽老師的話去做事的學長（只求畢業==），無意去詆毀或傷害學弟，如果跟著老師的話做事也會讓人覺得冒犯，那學弟真的應該檢討一下自己的行為，況且我從來都沒有加油添醋誇大事實，我要真的那樣做了你還能在實驗室嗎XD   說到底，實驗室的監視器是有錄音功能的，犯錯也好、疏忽也好，求我通融讓他過儀器認證也好，有力的證據放在那邊，只是我懶得翻出來而已  下面是學弟先前在研究所版的發文，他說我愛打小報告很多人討厭，可去找老師討論是老師要求的，畢竟我本身計畫（的錢）可以說是支撐了未來幾年實驗室的發展，老師也怕方向走錯最後徒勞無功，才要求我要緊密回報  我在找老師討論學術、進度、研究時從來都不涉及他人，如果找老師討論是一種打小報告，那全實驗室幾乎都是小人了耶XD  往上不報等於了無誠信，往下放水又是禍害自身，我真的很為難耶XD,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/255258080,我是上面這篇文章的諧咖，後來又考了筆試，以下是結果：         我開始漸漸的要回去蹲補習班了，怕沒時間發文所以現在趕快發一發，主要是希望給大家一些信心，連我這種諧咖都考的上了，你們一定行的啦><  首先我必須說，我沒有很聰明，我大一升大二時暑假就因為疫情不知道要做什麼就去補習了，然後我就一直讀書一直讀書，沒有什麼課外活動，屬於沒什麼天賦百煉成鋼這種人類，也很幸運其實會計屬於一種專門技術，所以可以藉由不斷的打磨與精煉來獲得高的成就，所以天才型的考生還是不建議看我的心得＝＝（當喜劇看倒是很適合）  一、心態的調整  我認為睡飽最重要，考研壓力超大如果沒有睡好壓力只會更大，然後陷入死循環，所以我都強迫我每天睡10個小時＋讀書10個小時，其實有睡飽專注力會很好，有效率讀書10小時遠比沒睡好讀到死來的好，然後身體也很重要（拜託一定要顧好身體）我每天還是會健身1個小時來調適身心。怕胖的女同學可以考慮吃吃補習街上的雞肉飯，我考研期間每天都吃他，結束後我有去量inbody體脂肪率有維持在7.9%，可以無痛考研，然後不怕吃胖心情也會變好，心情變好讀書就會很開心，讀書很開心就會讀的很好><  然後考研真的很累，但是我認為如果一直說很累，會變的更累。所以我這段期間盡量不要說很累之類的話。ps到後期我還常常跟我朋友一直說「補習好爽！！」害他們以為我讀書讀到腦子壞掉了xd（不過後來經過我不斷的催眠下，補習真的變得好爽喔（？）  最後就是一定要找到上研究所的動機，我其實在最後一次全國模考的時候大翻車，不是因為觀念不熟，是因為粗心。那時候老師就有點出我上研究所的動機不夠強烈，感覺常常都是得過且過（確實，雖然很想上研究所，但我有點太chill了那時）。不過我後來因為跟朋友對賭說如果我上台大他要介紹正妹給我認識，所以最後一個月我超級他媽認真的xd  那接下來就按照時間順序來講講我到底都發生了什麼吧～  二、暑期班  不要學我、不要學我耍白痴、千萬不要學我耍白痴！！！因為我暑假去資誠稅務部實習、有畢業專題（主題我有興趣所以作的很投入）、有勤業稅務達人比賽，所以我暑期班是走線上的模式，我只能抓空閒時間趕快補課然後瘋狂把課本習題寫完，期間我每天只睡了3小時，導致我心情真的超級不好，雖然接到總複習課程之前我有把中、成、審全部課本題目刷完＋課上完，但是回想起來真的很白痴、真的很白痴、真的…….  三、總複習  這個期間我回到實體，每天都去補習班讀書10個小時＋睡10個小時，在捷運瘋狂背公報，但是我有點鴕鳥心態，沒有去考複習考，每天催眠自己是最後的大魔王，不去考是因為我不想暴漏實力，結果最後一次全國模考爆炸（題目都看過但還是錯到翻車），心態差點崩掉。還好我的好朋友跟我說如果我考上台大他要介紹正妹給我認識，讓我最後一個月精神超好，每天為了考上台大瘋狂衝刺都不會累xd（不是為了認識正妹ㄛ）  四、考前一個月  這時候補習班會發歷屆試題，補習班老師說要計時，但是我只要計時就會緊張開始亂寫，所以我發明出一樣可以練手術又不用計時的好方法。具體作為如下：早上9點起床然後強迫自己在12點前寫完（檢討完）4間學校的題目（成管），然後2點換科強迫自己在5點前寫完（檢討完）4間學校的題目（中會），最後吃完晚餐瘋狂背公報背到睡著。堅持下去其實寫題目的速度就及格了，然後寫完其實還剩15天左右，我是把所有寫過的考卷全部再複習一遍，接下來就上考場了。（我絕對不是因為要認識正妹這段期間那麼拼的ㄛ）  五、最後集氣  接下來考前一天，基本上大勢已定，但我不這麼認為。我滿相信吸引力法則的，所以我前一天瘋狂催眠自己就是去炸魚的，不管是誰過來關心，我就會很high 的跟他講「拎杯台大榜首」。這很重要！！！因為就是要把氣勢營造出來才會考好！！！像是我考政大前因為考完台大整個氣卸下來，考試時頭暈暈的（絕對不是早上忘了喝咖啡ㄛ）。所以考試前就是要把自己氣勢整個建立起來，一定會有好結果的！！！  六、面試準備  超級感謝輔大的學長姐！！！！還有北一的學長姐！！！太多人要感謝了！！！我超不會面試，所以我要面試超級焦慮，真的超謝謝補習班學長姐的指導，不然我面試就涼了！！！  以下為台政的口試題目：  台大口試 第一關： Q1:你畢業專題斷字斷詞是用哪個資源包？ Q2:什麼是調節焦點 Q3:為什麼你們衡量經理人調節焦點要去斷KAM？ Q4:說出錄取你的理由 第二關： Q1:你是輔大的，你覺得依照你的背景，能來台大口試你會很意外嗎？ Q2:很好，那你對台大筆試有什麼特別有印象的題目嗎？ Q3:那這樣你是不是想轉乙組？（後來聊的一下乙組的事情） Q4:你會計辯論隊是打哪一辯的？ Q5:你認為上台大以後最大的困難是什麼？ 第三關（英文關）： Q1:請自我介紹 Q2:你未來要做什麼？ （後面他看到我的畢業專題，我們調節焦點聊嗨了）  政大面試 第一關（專業關）： Q1:TWSQM1八大要素 Q2:TWSQM資源有哪些資源 Q3:什麼是技術資源？ Q4:什麼是智慧資源？ 第二關（英文關）： Q1:自我介紹 Q2:未來生涯規劃 Q3:你實習最大的收穫為何？ （很chill老師還用英文跟我開玩笑） 第三關（閒聊關）： Q1:自我介紹 Q2:如果錄取台大你會留政大嗎？ Q3:最難忘的課外活動？ Q4:問一個問題 （超級超級chill）   七、不要忘了感恩  我覺得能夠走到最後的大家真的都很厲害了，我會榜首真的很幸運。我認為懂的感恩的很重要，努力是一定要的，但是會不會成功真的要看老天賞不賞臉，所以感恩真的很重要！！。我很謝謝一路支持我的父母、很謝謝一路提拔我的輔大師長、很謝謝補習班能夠提供如此資源給我、謝謝x詮老師這麼看的起我楊某（雖然我沒很厲害啦）、謝謝李學姊在我面試階段大力支持我（無以回報只能用全力支持下一屆學弟妹來回報你了xd）、謝謝補習班的櫃檯都那麼好看讓我有動力去補習班（誒不是）（聽我說這不是重點ㄌㄚˋ）,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/254911177,小弟目前在考慮要不要報補習班考四大電研 我有ic專題 北科類比電丁 %數約北科ic保底中字台科能進面試的程度 身邊的親朋好友學長教授都建議我去四大 也包括高職同屆台科大的電資夥伴  其實未來依我興趣也不一定要走ic 我也能報電力組 也有修相關的課 現在為了賺錢效益化而選組  拉高未來時薪/壓力  我對賺大錢沒興趣 只想在臺灣安穩的薪水生活 未來早點下班離開公司去做我喜歡的事情  為了到一線ic忍痛考四大研後 實驗室的壓力先跳過 假設順利到一線ic後 已經忍了三到四年 就業後 去一線每天都要學新的技術 也不會比較輕鬆 用想的壓力就很大   我不喜歡加班甚至下班還學這些東西啊  我寧願去二三線 找壓力和錢少一點的部門 那我待在舒適圈直升就好了啊   為什麼要讓自己那麼累 每天碰那些理論 封鎖讓自己在大學/研究所/出社會 享受人生的機會？  請幫幫我解答,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/255109623,沒錯，本人落榜了，但我想把這一年的努力紀錄下來，鼓勵自己也想鼓勵一直努力不懈的各位🤜🏻🤛🏻  本人非本科生已畢業將近兩年，去年放棄了自己的工作，退出舒適區當全職考生，補習班從春季班暑期班秋季班上到考前衝刺班，不是去補習班就是圖書館路易莎星巴克，放棄了很多社交活動跟家庭時間，每天除了吃飯時間就是狂唸書，甚至唸到凌晨3、4點，備考期間壓力爆大免疫力整個下降，每個月一定會有一次莫名其妙發高燒生病那種，甚至有一次嚴重到看了三次醫生咳了一整個月到補習班還突然發燒的程度  在讀書上面，我想不管是我或是各位考生一定都是用盡全力，課本翻爛、題目考古題刷爛、筆記做了不知道幾百頁，筆跟立可帶用掉不知道多少個⋯ 考試跟放榜期間更是身心俱疲，每週都要用意志力撐住，有一間我甚至只差0.2分⋯  放榜完真的崩潰了，覺得這段時間自己的努力跟犧牲好像都是泡沫，當全職考生期間都是爸爸媽媽在金援我，還有接收我各種負面情緒的男朋友，我覺得很對不起他們也好對不起自己⋯心裡一直有個聲音覺得自己已經很努力了，為什麼結果還是這樣，我差在哪，是不是很爛  但很謝謝我的朋友、男朋友跟家人，接住我所有負面情緒，我在今天釋放了我這一年所有的壓力，直接崩潰大哭一整天，聽了一堆開導跟安慰，在此時此刻我真的覺得好多了，我好像在幾天就可以振作起來繼續奮鬥，所以也想分享給此時非常低潮的你們  首先這一年真的辛苦了，只有我們自己知道付出了多少，失去了多少，累到流淚還是咬牙撐下去，甚至奮戰到最後一刻直到放榜，這些努力不會白費，每個人都有自己的時間軸，有的人快而有的人慢，但我們都會在最好的、最適合自己的時機點站到自己所期望的位子，或許這個過程很辛苦，但是最終我們回頭看一定會深深感謝這些日子所付出的自己，我相信！而這些負面情緒都是因為我們努力過，那就沒有愧對自己。 請記得，不要留下遺憾，人生是來體驗的，「唯有生和死，其他都是鼻屎大的小事」難過就盡情難過、用力哭、去喝酒出去大玩特玩，放鬆一兩個月，不後悔、不放棄、不自責，請繼續相信自己，你一定是最棒的，謝謝自己這段期間的努力辛苦了，相信這些都是成就未來的養分，重新整理後我們再戰一次！ 對得起自己我們都有做到，這就夠了。   更： 嗚嗚先謝謝大家的祝福跟鼓勵🥺🥺也恭喜上岸的考生們！你們都是很棒很勇敢的人，期許明年的現在我們會互相恭喜對方上岸😭 突然想到自己在這一年不時的做夢夢到補習班老師、同學，夢到忘記帶准考證、鐘聲響了找不到教室，甚至夢到還在讀睡前的那一科有一瞬間我根本分不清到底是睡是醒，還有無數次哭著醒來⋯我想我真的把自己逼太緊繃了，真對不起自己的身體🥲  這邊想再跟各位分享兩首歌 YOASOBI-群青 Marz23-不遠處 「如果還有夢要怎麼能認輸 我知道就在不遠處 相信最後會一起笑著哭」 在我很低潮很無力的時候都會一直重複聽，然後看看歌詞，或許也能給你們一點力量🫶🏻,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/255077864,上了研究所發現自己是顆玻璃心，被罵就碎掉 害怕下次meeting又被罵，搞到自己很焦慮很緊張 每天都在想自己是不是哪裡沒弄好，這樣會不會被罵 讓自己每天壓力都好大又好不開心 大家都是如何調適心情跟壓力的 我好痛苦 真的好怕被罵,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/254841317,懶人包自介： 24y 大學重考 研究所重考 大學本科電機群 ————————————— 第一次認真發文 手機排版如果很亂的話請見諒 看到一些同學目前放榜的結果好像並不是很理想 好像有些同學們有重考研究所的打算 如果有心路歷程相關的問題 想要詢問的話歡迎私訊我 日後我有一些結果也會在這邊更新 謝謝大家 ㊗️早日上岸 ——————————————— （備取有備上才會公布 台科大光電 正取（榜單還沒出來但名次比名額高 ——————————————— 我是今年重考研究所的 （我大學也重考 我重考是因為去年身心狀況出了點問題 目前有放榜的都幾乎有備取跟進面試 （備取中間 有些以往年資料應該會上 對了因為我也延畢所以目前還是大四 因為怕被認出來 這邊就不透露我太多的個人資訊 不過我是考電機類的 我第一年考試也沒什麼念的進去 但今年念的時候不知道為什麼我突然覺得 我好像把知識都貫通在一起了 我雖然有報名大ㄨ ㄨ碩補習班 但我覺得不太適合我 所以我幾乎都是自學 也不太翻補習班的講義 都用之前上課的課本 （上網找影片自己看 我覺得這半年我念的還蠻快樂了 沒有進度壓力 每天想念多少就多少 精神好的時候連念16小時 偶爾沒什麼動力的時候一天也只有三小時 但就是要大致排一下進度 不然就會念不完 （像我就是 我真的很討厭排進度 個人不喜歡按進度形式 完全放風派的,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/254907442,文章有點長，請見諒。  本人今年要滿24歲了，大學重考過一次，後來又延畢一年，現在念國立大學數學系，這學期應該可以畢業。  今年考了經研所都落榜，在猶豫到底要不要重考還是去考國營。  因為大學念的很不快樂，成績也非常差，當初只想著盡力畢業考上研究所，因此也沒什麽一技之長，打開104，看來看去頂多只能去一些補習班教書，但因為薪資+興趣因素不是很想走教書這條路，因此想試試看重考或者考國營。  當初想考經研所是因為不用面試不用書審，後來在唸書的過程中也覺得滿有興趣的，加上自己有數學系背景想說可以試試。（不敢說對經濟很感興趣，但比數學或者其他理工科系有興趣）  但當初因種種原因（個人+時間問題），因此準備的很不充分，總經、統計都唸了一半而已，個經也沒唸完，加上沒寫什麼考古題，所以考得一塌糊塗。（我知道部分是我自己定性不夠+當時光應付學校課業壓力就超大，如果重考的話會努力尋求各種提升自己自制力的方法，也會好好分配時間）  如果重考的話時間會比之前多很多，上榜的機率可能會比較大，但每次看到那個位數的錄取率就很不放心，深怕再次重考到最後才發現我根本不是這塊料，到最後還是一場空，而且我24了，似乎也沒那麼多時間蹉跎。  所以想了另一條路，去考國營聯招，會想要考國營是因為相較於私人企業，國營工作比較涼（？），先賺錢幾年再看看有沒有機會跳槽或者回去準備研究所。稍微研究了一下，覺得統計資訊可能是比較適合我的，雖然同樣要考試，雖然錄取率也很低，但考題似乎簡單不少（有稍微看了一下統計學的考題，其他的不清楚），準備時間也比較短。  不過，國營考科除了統計方面我有學過之外，其他考科也是要補習（當然自學也可以，不過網路上的資訊很少，深怕不知道從哪裡準備起）。也很擔心之後沒有時間回去準備提升學歷，一輩子就那樣了。（我知道國營薪水其實還行，但內心還是希望可以提升學歷然後提升未來的競爭力）  不論是重考或者考國營，最近就要開始準備了，所以想要盡快做決定，畢竟自己也沒什麼錢，需要半工半讀，念研究所也需要辦學貸。  補充一點，我身邊很多人都考資工或統計，但我對這兩科目幾乎是到了厭惡的地步，大學念數學系已經讓我憂鬱到生病了一次，所以研究所不是很想要朝這兩個科系前進。  懇請各位為小的指點迷津，這幾天迷惘到一直失眠一直哭。,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/255068292,大家好，我是今年有幸上榜的考生。想說之前考試的時候有在看心得文了解一下大概該怎麼準備，所以我就寫了這篇心得文給有需要的人看看，我寫的比較隨興，看得下去的話就看吧。  一、學校背景  台中教堂大學電機系30%左右，對ic沒興趣而且對電磁學排斥又討厭通訊，而且對半物有點興趣就跑來考固態組。然後報的是電類都會跑來報的，選的是新加坡人和老老會唬爛的。  二、成績   三、備考期間  1.大三寒假  這個寒假我在雲端看電子學正課，大概看到回授解完就沒看了。  2.大三下  這學期好像是16學分，加上有專題要做，所以就有空的時候去圖書館念微方，記得好像是一個禮拜去個三天，一天四小時。這時候春季班有開課，但我都沒去，所以到6月底的時候微方看到傅立葉級數。  3.暑假正課班      這時候電子工數線代都有面授，我是比較喜歡去面授班的，因為比較好問問題，沒上課的時候就在圖書館念，大概一天6~7小。        電子:因為很久沒念電子，所以剛開始上課有點矇逼，不過後來上手很快。我下課一定會去問老師問題，硬擠出問題去問，因為老師在回答的時候都會延伸出去，我覺得會學到很多，只是會吸比較多的長壽一號。  微方:因為才剛看過一輪，所以學起來比較輕鬆，而且老師都會教我們喊的叫的，一下就把題目給斃掉了，所以那時候算念的蠻開心的。一樣下課都會去問問題，然後千萬不要想塗老師的書，老師給我的感覺比較像是慈父，有時候我問白癡問題老師也不會生氣，就頂多唸一下而已。  線代:這時候第一次唸線代，但我是看110雲端的，因為老師有86吋超大螢幕，講的題目量比較多也比較清楚，但剛開始唸線代有點煩，畢竟多了很多根本沒看過的公理定義，我也是回頭看第二次帶子才突然知道線代到底在幹嘛的。  半物:我春季班沒唸，所以暑假就看帶子，因為只有19堂課，所以我那時候是一個禮拜排一天然後看兩堂，差不多兩個月就看得完半物。然後千萬不要相信老師說的半物隨便唸==我到後面基本上都在唸半物。  4.正課班結束到題庫班開課      這時候我再把電子學重點章節看一遍，所以算是第三遍。然後寫線代169是非題（這對於要考線代是非題的真的超有幫助，一定要去寫！），剛開始寫的時候會很痛苦，因為一堆看起來很像是對的但結果是錯，不過後來唸到有點興趣，加上不太想念電子下冊，而且我蠻想去打梅竹賽的，於是將第一志願放在台聯，然後選考C卷因為比較好拉分數加上沒唸向量複變。喔對了，在這時候我還有再看一遍半物，再光速複習過一遍，然後沒做題目單純看懂。     我覺得在暑假正課班上完就差不多可以想一下第一志願是哪間了，比較好確定方向，畢竟大家都知道台聯成大方向差很多。而且不用怕目標訂太高，我當初本來是想說有中字就夠了，但在寫台聯考古發現都有過h0(除了半物)，所以就在把目標往上訂，也慶幸自己有勇敢的訂出目標。     此外我認為四大跟四中的考法不太一樣，我自己是算比較粗心的人，單純以考試來說，不太適合中字，畢竟中字的題目通常比較簡單，在比細心的。四大的容錯率我個人體感比較高一點，不太會像中字可能錯一題就少了10~20分(ex中央工數最後一題漏寫了i，出來滿臉都是i了==)，那就有點難上榜。  5.題庫班  這時候大概一天唸7小，主要都在念線代跟半物。  電子:名人堂開始，然後我會先超前老師的進度，我記得大概10月中開課，我12月初就把名人堂寫完了，我覺得對要考台聯成大的幫助蠻大的。但我只想著考台聯，所以什麼單振複振輸出級都沒看，鐵了心拚台聯。  微方:老師開始針對台聯C有一些特別的秒殺法，我覺得最精華的就是傅立葉級數那邊，還好題庫班講義有歸納出來C卷常考題型，讓我唱歌跳舞就選得出答案。  線代:雖然只有五堂課，不過我覺得線代沒上這五堂課基本上會很痛苦，這五堂交了很多有關是非題的作答技巧以及常見的陷阱，尤其是後面的附錄一定要抄，我那時候應該抄了兩遍，寫題目就很快了。  半物:我覺得題庫班的重點就是高階效應，在正課班根本不知道那是什麼東西，突然跑出來真的會嚇到。不過我自己有在看台聯半物公告的原文書:Neaman、Streetman，然後再配上半物聖經中譯版，我覺得有餘力的話真的建議可以看，會比較懂得半物的高階效應以及很多基本原理。  6.考古    我大概12月中就把台聯三科100~112寫完了，我是想說先寫完，可以先問老師，怕太晚寫會來不及問。只不過第一次寫台聯半物挫折感超大的，那時候甚至有點懷疑自己到底都在唸什麼(這時候還沒開始看原文書，大概是寫過一遍才有開始在看)。   不想太快二刷，所以我寫了中山電子100~112，中央電子和半物，中興工數寫個3.4年就沒在寫了。   大概12月底開始二刷台聯，大概花了三個禮拜刷完。然後就跑去寫成大半物大概10年。之後就等到1月中，抓15天三刷台聯，主要是想說維持手感加上閒到有點無聊。  四、結語    「不要怕自己落榜，只要想著今天有沒有比昨天更進步就好了。」      阿對了，不要一直念書，屁股跟腰會很痠。我那時候是一個禮拜打一天籃球，適當放鬆壓力才可以繼續念下去。     在此要感謝各大群組裡的人，以及dc戰友和我的大學同學，加上永遠支持我的女友，還好有大家我才可以成功!單打獨鬥真的很痛苦，我推薦各位都組個讀書團，也可以在line大群組裡面多多回答問題，回答得出來就代表你懂，而且可以消化成自己的語言講給別人聽，幫助自己再複習一次觀念。     有其他想問的問題也可以私訊我ㄏㄏ,,,,,,,,,,
